Meno,Link,Licencia
Majstrovstvá SR študentov SŠ 2024/25 ,https://chess-results.com/tnr1078964.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá SR študentiek SŠ 2024/25 ,https://chess-results.com/tnr1078965.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Zaver kalendarneho roku 2024 v ZS Felix ,https://chess-results.com/tnr1079633.aspx,Creator/Last Upload: Slovak Chess Federation license 1
O putovný pohár primátorky Svidníka 2024 v šac,https://chess-results.com/tnr1080708.aspx,Creator/Last Upload: Slovak Chess Federation license 3
3.turnaj začiatočníkov-13.ročník - R,https://chess-results.com/tnr1064826.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Zimný cukríkový turnaj KŠŠ č.2 ,https://chess-results.com/tnr1070880.aspx,Creator/Last Upload: Slovak Chess Federation license 8
OM SNV ZŠ 2015-2018  ,https://chess-results.com/tnr1080642.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
OM SNV ZŠ 2012-2014  ,https://chess-results.com/tnr1080639.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
OM SNV ZŠ 2009-2011 ,https://chess-results.com/tnr1080643.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
OM SNV Stredné školy ,https://chess-results.com/tnr1080641.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
Mini zápas mini hráčov KŠŠ  ,https://chess-results.com/tnr1081579.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Mikulaš 2024 SNV kopia ,https://chess-results.com/tnr1079146.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
I. šachovy memorial Andrása Szabómihálya ,https://chess-results.com/tnr1071043.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Devinskonovovesky Strelec 2024-12 ,https://chess-results.com/tnr1068583.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Devinskonovovesky Strelec 2024-12 ,https://chess-results.com/tnr1078832.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Devinskonovovesky Strelec 2024-12 ,https://chess-results.com/tnr1081363.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Veľká cena Topoľčian v bleskovom ,https://chess-results.com/tnr1081597.aspx,Creator/Last Upload: Slovak Chess Federation
Tomášovce 13.12.2024 E ,https://chess-results.com/tnr1091802.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 13.12.2024 D ,https://chess-results.com/tnr1091801.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 13.12.2024 C ,https://chess-results.com/tnr1091800.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 13.12.2024 B ,https://chess-results.com/tnr1091799.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce 13.12.2024 A ,https://chess-results.com/tnr1091798.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Majstrovstvá škôl MČ Petržalka 2024/,https://chess-results.com/tnr1025954.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Detská bratislavská liga 13.12. 2024 ďalš,https://chess-results.com/tnr1040331.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Sabinovský Pešiak 1.kolo GPX + ,https://chess-results.com/tnr1075933.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Sabinovský Pešiak 1.kolo GPX ,https://chess-results.com/tnr1075411.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Pezinský šachový turnaj začiatočníko,https://chess-results.com/tnr1064004.aspx,Creator/Last Upload: Slovak Chess Federation
Mikulášsky turnaj GPX 2024 ,https://chess-results.com/tnr1066640.aspx,Creator/Last Upload: Slovak Chess Federation license 6
2. turnaj - XII. Ročník REINTER GPX v šac,https://chess-results.com/tnr1082276.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Vianocny sachovy turnaj Myjava 2024 ,https://chess-results.com/tnr1082730.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Klubovy Rapid - Skalica 15.12.2024 ,https://chess-results.com/tnr1081262.aspx,Creator/Last Upload: Slovak Chess Federation license 2
Detský charitatívny turnaj. ,https://chess-results.com/tnr1083373.aspx,Creator/Last Upload: Slovak Chess Federation
Vianočný šachový turnaj na Gymnáziu L. No,https://chess-results.com/tnr1083845.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Uzavretý Vianočný blitz v 1. ŠK Koši,https://chess-results.com/tnr1083452.aspx,Creator/Last Upload: Slovak Chess Federation license 2
"Vianocny turnaj BSA ""C"" ",https://chess-results.com/tnr1084405.aspx,Creator/Last Upload: Slovak Chess Federation license 4
"Vianocny turnaj BSA ""B+A"" ",https://chess-results.com/tnr1084426.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Predvianocny dubnicky blitz ,https://chess-results.com/tnr1084547.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Saleziánsky vianočný šachový turnaj 2024 ,https://chess-results.com/tnr1085016.aspx,Creator/Last Upload: Slovak Chess Federation license 6
Pohár riaditeľa GymPar 2024 Rapid turnaj pre &,https://chess-results.com/tnr1084077.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vianočný šachový turnaj pri príležit,https://chess-results.com/tnr1085451.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Vianočný turnaj NRŠA ,https://chess-results.com/tnr1086546.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Vianočná TIRNAVIA ŠK Komplet Modranka ,https://chess-results.com/tnr1084735.aspx,Creator/Last Upload: Slovak Chess Federation
Próba 2012 ,https://chess-results.com/tnr1086669.aspx,Creator/Last Upload: Slovak Chess Federation license 6
KS Pezinok - vianocny turnaj 2024 ,https://chess-results.com/tnr1086604.aspx,Creator/Last Upload: Slovak Chess Federation
2nd ESET Chess Tournament ,https://chess-results.com/tnr1086038.aspx,Creator/Last Upload: Slovak Chess Federation license 4
„B“ Majster Šachové karty & Š,https://chess-results.com/tnr1063134.aspx,Creator/Last Upload: Slovak Chess Federation license 4
„A“ Vianočný rapid bez zápočt,https://chess-results.com/tnr1063140.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vianocný sachový turnaj B ,https://chess-results.com/tnr1086639.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vianocny rapid Elan 2024 ,https://chess-results.com/tnr1076844.aspx,Creator/Last Upload: Slovak Chess Federation license 9
Tomášovská liga mládeže 2024/25 - TLM 4 ,https://chess-results.com/tnr1096081.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovská liga mládeže 2024/25 - TLM 3 ,https://chess-results.com/tnr1084348.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Tomášovce Open 2024/25 - TO 3 ,https://chess-results.com/tnr1084363.aspx,Creator/Last Upload: Slovak Chess Federation license 5
Otvorené majstrovstvá Prešovského kraja š,https://chess-results.com/tnr1088172.aspx,Creator/Last Upload: Slovak Chess Federation
Otvorené majstrovstvá Prešovského kraja š,https://chess-results.com/tnr1084526.aspx,Creator/Last Upload: Slovak Chess Federation
Karva Sakkverseny ,https://chess-results.com/tnr1087353.aspx,Creator/Last Upload: Slovak Chess Federation
Adventný šachový turnaj Čilizská Radva,https://chess-results.com/tnr1079262.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vianocny turnaj na KOLIBE - 1.miesto 150€,https://chess-results.com/tnr1079048.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Štefanský turnaj Hlohovec 2024 ,https://chess-results.com/tnr1090205.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Furča open 2024 ,https://chess-results.com/tnr1034658.aspx,Creator/Last Upload: Slovak Chess Federation license 4
37. Štefanský kapustnicový turnaj 2024 Liptovs,https://chess-results.com/tnr997435.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Zlatý Pešiak 2024 - Memoriál Erika Britana (Be,https://chess-results.com/tnr1072385.aspx,Creator/Last Upload: Slovak Chess Federation license 9
"Zlatý Pešiak 2024 - GPX (Belá nad Cirochou, 27",https://chess-results.com/tnr1074552.aspx,Creator/Last Upload: Slovak Chess Federation license 9
VIII. Pohár primátora obce Vrakúň - VIII. Polg,https://chess-results.com/tnr1088861.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vianočný turnaj NŠK NITRA ,https://chess-results.com/tnr1078784.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Vianočný blicák ŠK Slovan Bratislava ,https://chess-results.com/tnr1075891.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Koncoročný bleskový turnaj 2024 ,https://chess-results.com/tnr1090672.aspx,Creator/Last Upload: Slovak Chess Federation
"Vianočný turnaj Stropkov 2024,  GPX 28.12.2024",https://chess-results.com/tnr1070833.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Vianočný turnaj Stropkov 2024 OPEN 28.12.2024,https://chess-results.com/tnr1070831.aspx,Creator/Last Upload: Slovak Chess Federation license 3
Vianocny turnaj SK Levice ,https://chess-results.com/tnr1089670.aspx,Creator/Last Upload: melancholia
Vianočný tréningový zápas Slivka_Šulgan ,https://chess-results.com/tnr1092264.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Vianočný miniturnaj Kysuckej šachovej ,https://chess-results.com/tnr1092262.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Vianočný blitz Levice ,https://chess-results.com/tnr1091688.aspx,Creator/Last Upload: melancholia
Vianočná ŠachTa 2024 ,https://chess-results.com/tnr1091671.aspx,Creator/Last Upload: tomasove@gmail.com
RICOH - Open Dobrá Nálada 2024 ,https://chess-results.com/tnr949607.aspx,Creator/Last Upload: Slovak Chess Federation license 4
Posledný deň (-3 ) 2024 Smižany 6.ročník ,https://chess-results.com/tnr1088413.aspx,"Creator: Slovak Chess Federation license 13,Last Upload: Slovak Chess Federation license 67"
Memoriál Vladimíra Taranu 13. ročník otvorenéh,https://chess-results.com/tnr1086652.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Dudyho 50tka ,https://chess-results.com/tnr1091615.aspx,Creator/Last Upload: Slovak Chess Federation license 4
15.ročník turnaja o pohár primátora mesta Trst,https://chess-results.com/tnr1092230.aspx,Creator/Last Upload: Slovak Chess Federation license 7
15. ročník turnaja o pohár primátora mesta Trs,https://chess-results.com/tnr1092233.aspx,Creator/Last Upload: Slovak Chess Federation license 7
Vianočný odvetný tréningový zápas Slivka-Š,https://chess-results.com/tnr1092283.aspx,Creator/Last Upload: Slovak Chess Federation license 8
ŠACHOVÝ HOLEŠTIAKOV MEMORIÁL ŠACHOM ,https://chess-results.com/tnr1085189.aspx,Creator/Last Upload: Slovak Chess Federation license 8
Prazdninovy turnaj ,https://chess-results.com/tnr1092320.aspx,Creator/Last Upload: Slovak Chess Federation
Záver roku 2024 v LŠŠ ,https://chess-results.com/tnr1092265.aspx,Creator/Last Upload: Slovak Chess Federation license 1
Silvestrovský šachový turnaj ŠK BLS Barde,https://chess-results.com/tnr1092592.aspx,Creator/Last Upload: Slovak Chess Federation
Memoriál Alojza Gajarského 30.ročník Tradi,https://chess-results.com/tnr1092085.aspx,Creator/Last Upload: Slovak Chess Federation
Furča open blicák 2024 ,https://chess-results.com/tnr1034666.aspx,Creator/Last Upload: Slovak Chess Federation license 4
